Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,
China Aviation Oil,1.05,17.049,0.0869,2.024,1734,Industrials,Trading Companies,Asia,Singapore,Singapore,,Fan Meng,http://www.forbes.com/companies/china-aviation-oil/,0.042934783,0.005097073,
Nanto Bank,0.878,0.655,0.12,51.782,1735,Financials,Regional Banks,Asia,Japan,Japan,,Yasuo Ueno,http://www.forbes.com/companies/nanto-bank/,0.002317408,0.183206107,
Central Bank of India,2.743,4.123,-0.3667,51.635,1736,Financials,Regional Banks,Asia,India,India,,Rajeev Rishi,http://www.forbes.com/companies/central-bank-of-india/,-0.007101772,-0.088940092,
Hellenic Petroleum,2.919,9.022,0.4794,8.598,1736,Energy,Oil & Gas Operations,Europe,Greece,Greece,,Efsthathios Tsotsoros,http://www.forbes.com/companies/hellenic-petroleum/,0.055757153,0.053136777,
Toyota Boshoku,3.842,12.627,0.3858,7.001,1736,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Shuhei Toyoda,http://www.forbes.com/companies/toyota-boshoku/,0.055106413,0.030553576,
Whitbread,10.519,4.32,0.5743,6.778,1736,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Alison Brittain,http://www.forbes.com/companies/whitbread/,0.084730009,0.132939815,
Delek Group,1.811,1.498,0.3586,41.574,1740,Financials,Investment Services,Asia,Israel,Israel,,Joseph Bartfeld,http://www.forbes.com/companies/delek-group/,0.008625583,0.239385848,
Hyosung,4.278,11.497,0.2101,13.577,1740,Materials,Diversified Metals & Mining,Asia,South Korea,South Korea,,Hyun-Joon Cho,http://www.forbes.com/companies/hyosung/,0.0154747,0.018274332,
Union National Bank,2.734,1.47,0.4266,29.274,1740,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Gyu-Young Kim,http://www.forbes.com/companies/union-national-bank/,0.014572658,0.290204082,
Fangda Carbon New Material,8.199,1.655,0.821,2.511,1743,Materials,Construction Materials,Asia,China,China,,Xi Dang,http://www.forbes.com/companies/fangda-carbon-new-material/,0.32696137,0.496072508,
Berkeley Group Holdings,7.636,3.717,0.9779,6.096,1744,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Robert Perrins,http://www.forbes.com/companies/berkeley-group-holdings/,0.160416667,0.263088512,
Orient,2.512,2.027,0.2528,51.484,1745,Financials,Consumer Financial Services,Asia,Japan,Japan,,Masayuki Saito,http://www.forbes.com/companies/orient/,0.004910263,0.12471633,
KWG Property Holding,4.462,1.696,0.5373,20.723,1746,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Jian Kong,http://www.forbes.com/companies/kwg-property-holding/,0.025927713,0.316804245,
Sears Holdings,0.369,16.702,-0.383,7.554,1747,Consumer Discretionary,Discount Stores,North America,United States,Illinois,Illinois,Edward Lampert,http://www.forbes.com/companies/sears-holdings/,-0.050701615,-0.022931385,
Aareal Bank,3.011,1.146,0.2244,50.979,1748,Financials,Thrifts & Mortgage Finance,Europe,Germany,Germany,,Hermann Merkens,http://www.forbes.com/companies/aareal-bank/,0.004401813,0.195811518,
Affiliated Managers Group,8.949,2.434,0.7201,8.584,1748,Financials,Investment Services,North America,United States,Florida,Florida,Sean Healey,http://www.forbes.com/companies/affiliated-managers-group/,0.08388863,0.295850452,
Hyakugo Bank,1.183,0.773,0.1065,50.866,1750,Financials,Regional Banks,Asia,Japan,Japan,,Tsuyoshi Ueda,http://www.forbes.com/companies/hyakugo-bank/,0.002093736,0.137774903,
Metropolitan Bank & Trust,6.556,2.096,0.3647,39.59,1750,Financials,Regional Banks,Asia,Philippines,Philippines,,Arthur Ty,http://www.forbes.com/companies/metropolitan-bank-trust/,0.009211922,0.173998092,
TP ICAP,3.351,2.286,0.112,50.556,1752,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,John Phizackerley,http://www.forbes.com/companies/tp-icap/,0.002215365,0.048993876,
China Oriental Group,2.675,6.123,0.7194,3.748,1753,,,Asia,Hong Kong,Hong Kong,,Jing Han,http://www.forbes.com/companies/china-oriental-group/,0.191942369,0.117491426,
First Pacific,2.223,7.297,0.1206,20.454,1754,Financials,Investment Services,Asia,Hong Kong,Hong Kong,,Manuel Pangilinan,http://www.forbes.com/companies/first-pacific/,0.005896157,0.01652734,
Hengan International Group,10.642,2.936,0.5618,5.973,1755,Consumer Staples,Household/Personal Care,Asia,China,China,,Man Sze,http://www.forbes.com/companies/hengan-international-group/,0.094056588,0.191348774,
Banca Popolare di Sondrio,2.099,1.348,0.1796,49.983,1756,Financials,Regional Banks,Europe,Italy,Italy,,Mario Pedranzini,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.003593222,0.133234421,
Bandai Namco Holdings,8.379,6.12,0.4882,5.082,1756,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Takeo Takasu,http://www.forbes.com/companies/bandai-namco-holdings/,0.096064542,0.079771242,
Credito Emiliano,2.879,2.119,0.2104,49.935,1758,Financials,Regional Banks,Europe,Italy,Italy,,Angelo Campani,http://www.forbes.com/companies/credito-emiliano/,0.004213478,0.099292119,
Ingredion,8.074,5.847,0.535,5.975,1759,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,James P. Zallie,http://www.forbes.com/companies/ingredion/,0.089539749,0.091499914,
Hanwa,1.884,16.161,0.1566,8.105,1760,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Shuji Kita,http://www.forbes.com/companies/hanwa/,0.019321407,0.009689994,
Essex Property Trust,16.012,1.392,0.345,12.643,1761,Financials,Real Estate,North America,United States,California,California,Michael Schall,http://www.forbes.com/companies/essex-property-trust/,0.027287827,0.247844828,
AmTrust Financial Services,2.615,6.065,0.2903,25.701,1762,Financials,Property & Casualty Insurance,North America,United States,New York,New York,Barry Zyskind,http://www.forbes.com/companies/amtrust-financial-services/,0.01129528,0.047864798,
Brilliance China Automotive Holdings,9.397,0.784,0.647,5.813,1762,Consumer Discretionary,Auto & Truck Parts,Asia,Hong Kong,Hong Kong,,Yu Qi,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.111302254,0.825255102,
Bio-Rad Laboratories,8.494,2.212,0.7591,6.215,1764,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Norman Schwartz,http://www.forbes.com/companies/bio-rad-laboratories/,0.122139984,0.343173599,
Core-Mark Holding,0.88,15.989,0.0301,1.67,1764,Industrials,Trading Companies,North America,United States,California,California,Thomas Perkins,http://www.forbes.com/companies/core-mark-holding/,0.018023952,0.001882544,
San-In Godo Bank,1.51,0.808,0.1124,49.341,1764,Financials,Regional Banks,Asia,Japan,Japan,,Ichiro Kubota,http://www.forbes.com/companies/san-in-godo-bank/,0.002278024,0.139108911,
Align Technology,22.962,1.6,0.2579,1.783,1767,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Joseph Hogan,http://www.forbes.com/companies/align-technology/,0.144643859,0.1611875,
Extra Space Storage,12.008,1.122,0.4841,7.471,1767,Financials,Real Estate,North America,United States,Utah,Utah,Joseph Margolis,http://www.forbes.com/companies/extra-space-storage/,0.064797216,0.431461676,
Ares Capital,7.077,1.233,0.791,12.693,1769,Financials,Investment Services,North America,United States,New York,New York,Kipp deVeer III,http://www.forbes.com/companies/ares-capital/,0.062317813,0.641524736,
Nuernberger Beteiligungs,0.965,4.913,0.105,37.136,1769,Financials,Diversified Insurance,Europe,Germany,Germany,,Armin Zitzmann,http://www.forbes.com/companies/nuernberger-beteiligungs/,0.002827445,0.021371871,
Tokyo TY Financial Group,0.818,0.731,0.0542,49.078,1769,Financials,Regional Banks,Asia,Japan,Japan,,Takashi Sakamoto,http://www.forbes.com/companies/tokyo-ty-financial-group/,0.001104364,0.074145007,
Senshu Ikeda Holdings,1.1,0.847,0.0898,48.921,1772,Financials,Regional Banks,Asia,Japan,Japan,,Kazuyuki Kataoka,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.001835613,0.106021251,
BRF,5.329,10.483,-0.3523,14.171,1773,Consumer Staples,Food Processing,South America,Brazil,Brazil,,Lorival Luz Jr.,http://www.forbes.com/companies/brf-brasil-foods/,-0.024860631,-0.033606792,
Liberbank,1.685,0.887,-0.3062,48.289,1774,Financials,Regional Banks,Europe,Spain,Spain,,Manuel Menéndez,http://www.forbes.com/companies/liberbank/,-0.006340989,-0.345208568,
Shandong Chenming Paper B HKD,3.964,4.618,0.58,17.019,1775,Materials,Paper & Paper Products,Asia,China,China,,Guang Geng,http://www.forbes.com/companies/shandong-chenming-paper-b-hkd/,0.034079558,0.125595496,
B3,13.43,1.151,0.406,11.677,1776,Financials,Investment Services,South America,Brazil,Brazil,,Gilson Finkelsztain,http://www.forbes.com/companies/b3/,0.034769204,0.352736751,
RusHydro,5.102,5.968,0.4117,18.003,1777,Utilities,Electric Utilities,Asia,Russia,Russia,,Nikolay Shulginov,http://www.forbes.com/companies/rushydro/,0.022868411,0.068984584,
TransUnion,12.788,2.016,0.4519,5.164,1777,,,North America,United States,Illinois,Illinois,James Peck,http://www.forbes.com/companies/transunion/,0.087509682,0.224156746,
Maxis,10.902,2.104,0.5299,4.941,1779,Telecommunication Services,Telecommunications services,Asia,Malaysia,Malaysia,,Arshad Tun Uda,http://www.forbes.com/companies/maxis/,0.107245497,0.251853612,
BBVA Banco Continental,6.838,1.827,0.4324,23.921,1780,Financials,Regional Banks,South America,Peru,Peru,,Eduardo Torres-Llosa,http://www.forbes.com/companies/bbva-banco-continental/,0.018076167,0.23667214,
Bank of Qingdao,3.614,1.898,0.2794,47.033,1781,Financials,Regional Banks,Asia,China,China,,Qing Chen,http://www.forbes.com/companies/bank-of-qingdao/,0.00594051,0.147207587,
Tongyang Life Insurance,1.122,5.551,0.1025,28.332,1782,Financials,Life & Health Insurance,Asia,South Korea,South Korea,,Han-Suh Koo,http://www.forbes.com/companies/tongyang-life-insurance/,0.003617817,0.018465141,
Sunshine City Group,4.725,4.887,0.3131,36.032,1783,,,Asia,China,China,,Teng Lin,http://www.forbes.com/companies/sunshine-city-group/,0.008689498,0.064067935,
Square,22.024,2.421,-0.0717,2.38,1784,Information Technology,Software & Programming,North America,United States,California,California,,http://www.forbes.com/companies/square/,-0.03012605,-0.029615861,
Grupo Galicia,7.11,3.957,0.503,18.115,1785,Financials,Regional Banks,South America,Argentina,Argentina,,Pedro Richards,http://www.forbes.com/companies/grupo-galicia/,0.027767044,0.127116502,
Inventec,2.785,15.367,0.222,7.015,1786,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Kuo Huang,http://www.forbes.com/companies/inventec/,0.031646472,0.014446541,
Syndicate Bank,1.082,3.939,0.0772,46.291,1786,Financials,Regional Banks,Asia,India,India,,Melwyn Rego,http://www.forbes.com/companies/syndicate-bank/,0.001667711,0.019598883,
Microchip Technology,21.782,3.981,0.2554,8.257,1788,Information Technology,Semiconductors,North America,United States,Arizona,Arizona,Steve Sanghi,http://www.forbes.com/companies/microchip-technology/,0.030931331,0.064154735,
Supervalu,0.623,15.336,0.045,4.387,1788,Consumer Staples,Food Retail,North America,United States,Minnesota,Minnesota,Mark Gross,http://www.forbes.com/companies/supervalu/,0.010257579,0.002934272,
Empresas CMPC,9.974,5.408,0.2582,15.164,1790,Materials,Forest Products,South America,Chile,Chile,,Hernán Wilson,http://www.forbes.com/companies/empresas-cmpc/,0.01702717,0.047744083,
Popular,4.711,2.215,0.1061,45.757,1791,Financials,Regional Banks,North America,Puerto Rico,Puerto Rico,,Ignacio Alvarez,http://www.forbes.com/companies/popular/,0.002318771,0.047900677,
Taiwan Mobile,12.297,3.956,0.457,5.325,1791,Telecommunication Services,Telecommunications services,Asia,Taiwan,Taiwan,,Chun Cheng,http://www.forbes.com/companies/taiwan-mobile/,0.085821596,0.115520728,
Jiangsu Zhongnan Construction Group,4.439,5.233,0.1254,30.246,1793,,,Asia,China,China,,Jin Chen,http://www.forbes.com/companies/jiangsu-zhongnan-construction-group/,0.004146003,0.02396331,
Keiyo Bank,1.232,0.574,0.1093,45.035,1794,Financials,Regional Banks,Asia,Japan,Japan,,Jian Lu,http://www.forbes.com/companies/keiyo-bank/,0.002427001,0.190418118,
Hokkoku Bank,1.188,0.601,0.0917,44.879,1795,Financials,Regional Banks,Asia,Japan,Japan,,Tateki Ataka,http://www.forbes.com/companies/hokkoku-bank/,0.002043272,0.152579035,
Nippon Paint,14.397,5.398,0.3311,8.172,1795,Materials,Diversified Chemicals,Asia,Japan,Japan,,Goh Jin,http://www.forbes.com/companies/nippon-paint/,0.040516397,0.061337532,
Ramsay Health Care,9.761,6.77,0.3676,6.867,1797,Health Care,Healthcare Services,Australia,Australia,Australia,,Craig McNally,http://www.forbes.com/companies/ramsay-health-care/,0.053531382,0.054298375,
Yamada Denki,5.017,14.2,0.269,11.054,1798,Information Technology,Computer & Electronics Retail,Asia,Japan,Japan,,Tadao Ichimiya,http://www.forbes.com/companies/yamada-denki/,0.024335082,0.018943662,
JB Financial Group,0.888,2.062,0.1819,44.457,1799,Financials,Regional Banks,Asia,South Korea,South Korea,,Han Kim,http://www.forbes.com/companies/jb-financial-group/,0.004091594,0.088215325,
Kingboard Chemical Holdings,4.157,5.538,0.7178,11.295,1799,Materials,Specialized Chemicals,Asia,Hong Kong,Hong Kong,,Wing Chang,http://www.forbes.com/companies/kingboard-chemical-holdings/,0.063550243,0.129613579,
United Utilities,7.083,2.188,0.543,16.593,1799,Utilities,Diversified Utilities,Europe,United Kingdom,United Kingdom,,Steven Mogford,http://www.forbes.com/companies/united-utilities/,0.032724643,0.248171846,
SK Networks,1.168,14.701,0.0205,6.751,1802,Industrials,Trading Companies,Asia,South Korea,South Korea,,Shin-Won Choi,http://www.forbes.com/companies/sk-networks/,0.003036587,0.001394463,
Hella Kgaa Hueck &,7.166,8.009,0.4294,6.935,1803,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Sang-Gyu Park,http://www.forbes.com/companies/hella-kgaa-hueck/,0.061917808,0.053614683,
Sydney Airport,12.139,1.131,0.4542,9.639,1803,Industrials,Other Transportation,Australia,Australia,Australia,,Geoff Culbert,http://www.forbes.com/companies/sydney-airport/,0.047121071,0.401591512,
Japan Securities,0.593,0.24,0.0357,43.736,1805,Financials,Investment Services,Asia,Japan,Japan,,Minoru Masubuchi,http://www.forbes.com/companies/japan-securities/,0.000816261,0.14875,
Hyatt Hotels,9.526,4.404,0.59,7.987,1806,Consumer Discretionary,Hotels & Motels,North America,United States,Illinois,Illinois,Mark Hoplamazian,http://www.forbes.com/companies/hyatt-hotels/,0.073870039,0.133969119,
Sysmex,18.054,2.544,0.3539,3.028,1807,Health Care,Medical Equipment & Supplies,Asia,Japan,Japan,,Hisashi Ietsugu,http://www.forbes.com/companies/sysmex/,0.116875826,0.139111635,
Fastighets Balder,4.902,0.694,0.8333,12.978,1808,Financials,Consumer Financial Services,Europe,Sweden,Sweden,,Kjell Torne,http://www.forbes.com/companies/fastighets-balder/,0.064208661,1.200720461,
Hyakujushi Bank,0.99,0.643,0.0785,43.117,1808,Financials,Regional Banks,Asia,Japan,Japan,,Tomoki Watanabe,http://www.forbes.com/companies/hyakujushi-bank/,0.001820628,0.122083981,
Remgro,10.152,2.039,0.5518,9.6,1808,Industrials,Conglomerates,Africa,South Africa,South Africa,,Jan Durand,http://www.forbes.com/companies/remgro/,0.057479167,0.270622854,
Genting,8.341,4.656,0.3218,23.223,1811,Consumer Discretionary,Casinos & Gaming,Asia,Malaysia,Malaysia,,Kok Lim,http://www.forbes.com/companies/genting/,0.013856952,0.06911512,
ONO Pharmaceutical,12.09,2.362,0.4537,5.728,1812,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Toshiharu Korekane,http://www.forbes.com/companies/ono-pharmaceutical/,0.079207402,0.192082981,
EFG International,2.331,1.569,-0.0608,42.702,1813,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Piergiorgio Pradelli,http://www.forbes.com/companies/efg-international/,-0.001423821,-0.038750797,
Tapestry,13.251,5.53,0.3375,6.588,1814,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Victor Luís,http://www.forbes.com/companies/tapestry/,0.051229508,0.061030741,
Broadridge Financial,13.858,4.4,0.4082,3.485,1815,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Rich Daly,http://www.forbes.com/companies/broadridge-financial/,0.11713056,0.092772727,
BOK Financial,6.781,1.656,0.3483,33.361,1816,Financials,Regional Banks,North America,United States,Oklahoma,Oklahoma,Steve Bradshaw,http://www.forbes.com/companies/bok-financial/,0.010440335,0.210326087,
Safaricom,11.074,2.186,0.4923,1.803,1817,Telecommunication Services,Telecommunications services,,Kenya,Kenya,,Nicholas Nganga,http://www.forbes.com/companies/safaricom/,0.273044925,0.225205855,
First Citizens BancShares,5.331,1.629,0.3564,34.436,1818,Financials,Regional Banks,North America,United States,North Carolina,North Carolina,Frank Holding Jr.,http://www.forbes.com/companies/first-citizens-bancshares/,0.010349634,0.21878453,
GS Engineering,2.864,10.896,0.0953,12.794,1819,Industrials,Construction Services,Asia,South Korea,South Korea,,Chang-Soo Huh,http://www.forbes.com/companies/gs-engineering/,0.007448804,0.008746329,
Kiyo Bank,1.161,0.631,0.1052,42.237,1819,Financials,Regional Banks,Asia,Japan,Japan,,Byung-Yong Lim,http://www.forbes.com/companies/kiyo-bank/,0.002490707,0.166719493,
Harel Insurance Investments & Financial Services,1.57,5.119,0.1902,29.91,1821,Financials,Diversified Insurance,Asia,Israel,Israel,,Yair Hamburger,http://www.forbes.com/companies/harel-insurance-investments-financial-services/,0.006359077,0.037155694,
